item_a,item_b,co_occurrence
Epidemiology,Hysterectomy indications,1
Hysterectomy,Hysterectomy Indications,1
Hysterectomy,Hysterectomy indications,1
Hysterectomy Indications,Hysterectomy indications,1
Inflammation & Healing,Pelvic Inflammatory Disease,1
Acute Pelvic Pain,Gynecologic Oncology,1
Acute Pelvic Pain,Obstetric Complications,1
Bacterial Vaginosis,Nugent Score,1
Genital Tuberculosis,Hysterosalpingography,1
Genital Warts,Infectious Diseases,1
Infectious Diseases,Urethritis,1
Cervical Cancer Radiotherapy,Cervical cancer,1
Cervical Cancer Radiotherapy,Cervical cancer radiotherapy,1
Cervical Cancer Radiotherapy,Radiotherapy,1
Cervical cancer,Cervical cancer radiotherapy,1
Cervical cancer,Radiotherapy,1
Cervical cancer radiotherapy,Radiotherapy,1
Amenorrhea,Asherman syndrome,1
Amenorrhea,Uterine Abnormalities,1
Asherman syndrome,Uterine Abnormalities,1
Gardasil,HPV vaccine,1
Gardasil,Virology,1
HPV vaccine,Virology,1
Contraceptives,Levonorgestrel IUD,1
Contraceptives,Mirena,1
Levonorgestrel IUD,Mirena,1
Contraception,Pelvic Inflammatory Disease,1
Hormone Replacement Therapy,Turner Syndrome,1
Cancer prevention,Selective Estrogen Receptor Modulators,1
Cancer prevention,Selective estrogen receptor modulators,1
Cancer prevention,Tamoxifen,1
Breast & Endocrine Surgery,Endocrine Pharmacology,1
Breast & Endocrine Surgery,Selective Estrogen Receptor Modulators,1
Breast & Endocrine Surgery,Selective estrogen receptor modulators,1
Endocrine Pharmacology,Selective Estrogen Receptor Modulators,1
Endocrine Pharmacology,Selective estrogen receptor modulators,1
Endocrine Pharmacology,GnRH analogues,1
Endocrine Pharmacology,Gnrh Analogues,1
Endometriosis,GnRH analogues,1
Endometriosis,Gnrh Analogues,1
GnRH analogues,Gnrh Analogues,1
Endocrine Pharmacology,Progestins,1
Oral contraceptives,Progestins,1
Contraception,IUCD,1
Cerebral Venous Sinus Thrombosis,Postpartum seizures,1
Antenatal Care,hCG,1
Fetal Malpresentation,Labor & Delivery,1
Fetal Physiology,Fetal physiology,1
Fetal Physiology,Obstetric Complications,1
Fetal physiology,Obstetric Complications,1
Birth Injuries,Birth injuries,1
Birth injuries,Neonatology,1
Gynecologic Oncology,Menstrual Cycle,1
Antenatal Care,Maternal Physiology,1
Hematopathology,Maternal Physiology,1
Antenatal Care,Insulin Production,1
Endocrinology,Insulin Production,1
Antenatal Care,Embryology,1
Obstetric Complications,Placentation,1
CNS Physiology,Gynecologic Oncology,1
CNS Physiology,Menopause,1
Gynecologic Oncology,Menopause,1
Biochemistry,Glycoprotein Hormones,1
CNS Physiology,Glycoprotein Hormones,1
Neuroanatomy,Pelvic Inlet,1
Obstetric Complications,Pelvic Inlet,1
Infertility,Obstructive Azoospermia,1
First Trimester,Interventional Radiology,1
First Trimester,Ultrasound,1
Myometrium,Uterus,1
Labor & Delivery,Partogram,1
Placenta Previa,Postpartum hemorrhage,1
Placenta previa,Postpartum hemorrhage,1
Menorrhagia,Menstrual Disorders,1
Breech Presentation,Epidemiology,1
Breech presentation,Epidemiology,1
Fetal Biometry,Fetal biometry,1
Fetal biometry,Obstetric Complications,1
Embryology,Preimplantation Genetic Testing,1
Embryology,IVF,1
Fetal Distress,Obstetric Complications,1
Fetal Distress,Vasa Previa,1
Fetal-Maternal Hemorrhage,Fetomaternal Hemorrhage,1
Fetal-Maternal Hemorrhage,Obstetric Complications,1
Fetomaternal Hemorrhage,Obstetric Complications,1
Cord Prolapse,Cord prolapse,1
Intrauterine Fetal Death,Pediatric Orthopedics,1
Antenatal Care,Folic Acid,1
Radiological Signs Of Fetal Death,Radiological Signs of Fetal Death,1
Chromosomal Abnormalities,Interventional Radiology,1
Chromosomal Abnormalities,Obstetric Complications,1
Abortion,Dilation and Evacuation,1
Anemia,Hemoglobin,1
Anemia,Reference Values,1
Hemoglobin,Reference Values,1
Dermatology,Skin Pathology,1
Dermatology,Skin pathology,1
Skin Pathology,Skin pathology,1
Keratin,Protein Biochemistry,1
Keratin,Protein biochemistry,1
Protein Biochemistry,Protein biochemistry,1
Dermatology,Pigmentation Disorders,1
Dermatology,Pigmentation disorders,1
Endocrine Pharmacology,Pigmentation Disorders,1
Endocrine Pharmacology,Pigmentation disorders,1
Pigmentation Disorders,Pigmentation disorders,1
Dermatology,Hypopigmented Macules,1
Dermatology,Hypopigmented macules,1
Hypopigmented Macules,Hypopigmented macules,1
Dermatology,Postinflammatory Hypopigmentation,1
Dermatology,Postinflammatory hypopigmentation,1
Postinflammatory Hypopigmentation,Postinflammatory hypopigmentation,1
Dermatology,Onychomycosis,1
Calcinosis Cutis,Pediatric Dermatology,1
Biostatistics,Rheumatology,1
Dermatology,Herpes Zoster,1
Herpes Zoster,Herpes zoster,1
Dermatology,Tinea,1
Hypersensitivity,Systemic Pathology,1
Antifungal Drugs,Azoles,1
Antifungal drugs,Azoles,1
Antifungal Drugs,Topical antifungals,1
Antifungal drugs,Topical antifungals,1
Retinoids,Topical therapy,1
Endocrine Pharmacology,Impetigo,1
Acne,Endocrine Pharmacology,1
Androgenetic Alopecia,Androgenetic alopecia,1
Androgenetic Alopecia,Dermatology,1
Androgenetic Alopecia,Endocrine Pharmacology,1
Androgenetic alopecia,Dermatology,1
Androgenetic alopecia,Endocrine Pharmacology,1
CNS Physiology,Epidermal Turnover,1
CNS Physiology,Epidermal turnover,1
Dermatology,Epidermal Turnover,1
Dermatology,Epidermal turnover,1
Epidermal Turnover,Epidermal turnover,1
Parasitology,Scabies,1
Koebner Phenomenon,Koebner phenomenon,1
Langer'S Lines,Langer's lines,1
Dermatology,Mastocytosis,1
Candidiasis,Endocrine Pharmacology,1
Contact Dermatitis,Contact dermatitis,1
Contact Dermatitis,Dermatology,1
Contact dermatitis,Dermatology,1
Genodermatoses,Systemic Pathology,1
Neonatal Skin Disorders,Neonatology,1
Neonatal skin disorders,Neonatology,1
Intravenous Anaesthetics,Propofol,1
Antiplatelet Agents,General Surgery,1
Biochemistry,Neuromuscular Blocking Agents,1
Local Anesthetics,Regional Anaesthesia,1
Regional Anaesthesia,TAP block,1
Anaesthetic Pharmacology,Neuromuscular Blocking Agents,1
Histamine Release,Neuromuscular Blocking Agents,1
Hypotension,Regional Anaesthesia,1
Hypotension,Spinal Anaesthesia,1
Barbiturates,Obstetric Complications,1
Obstetric Complications,Thiopentone,1
Airway Management,LMA,1
LMA,Pediatric Anaesthesia,1
Breathing Circuits,Neonatology,1
Breathing Circuits,Regional Anaesthesia,1
Endocrine Pharmacology,Intravenous Anesthetics,1
Intravenous Anesthetics,Regional Anaesthesia,1
Anesthesia Equipment,Anesthesia equipment,1
Anesthesia Equipment,Gas cylinder,1
Anesthesia Equipment,Safety features,1
Anesthesia equipment,Gas cylinder,1
Anesthesia equipment,Safety features,1
Gas cylinder,Safety features,1
Anesthetic Agents,Anesthetic agents,1
Anesthetic Agents,Pulmonology,1
Anesthetic agents,Pulmonology,1
Airway Assessment,Intubation,1
Airway Assessment,Mallampatti classification,1
Airway assessment,Intubation,1
Airway assessment,Mallampatti classification,1
Intubation,Mallampatti classification,1
Lead apron thickness,Radiation Safety,1
Lead apron thickness,Radiation safety,1
Radiation Safety,Shield material,1
Radiation safety,Shield material,1
MRI brain,Neuroradiology,1
Interventional Radiology,Pediatric Radiology,1
Neonatology,Pediatric Radiology,1
Epidemiology,Radiation Hazards,1
Epidemiology,Radiation hazards,1
Interventional Radiology,Radiation Hazards,1
Interventional Radiology,Radiation hazards,1
Radiation Hazards,Radiation hazards,1
Fetal anomalies,Neural Tube Defects,1
Fetal anomalies,Neural tube defects,1
Fetal anomalies,Ultrasound,1
Neural Tube Defects,Ultrasound,1
Neural tube defects,Ultrasound,1
Interventional Radiology,Pulmonary Radiology,1
Interventional Radiology,Pulmonary radiology,1
Pulmonary Radiology,Pulmonary radiology,1
Pulmonary Radiology,Systemic Pathology,1
Pulmonary radiology,Systemic Pathology,1
Abdominal Imaging,Abdominal imaging,1
Abdominal Imaging,Microbiology,1
Abdominal imaging,Microbiology,1
Radiographic Projections,Radiographic projections,1
Nuclear Medicine,Systemic Pathology,1
General Medicine,Radiation Oncology,1
Environmental Health,Radiation Biology,1
Endocrine Pharmacology,Radiopharmaceuticals,1
Interventional Radiology,Radiopharmaceuticals,1
Biochemistry,Isotopes,1
Interventional Radiology,Isotopes,1
Interventional Radiology,Stereotactic Radiosurgery,1
Interventional Radiology,Stereotactic radiosurgery,1
Stereotactic Radiosurgery,Stereotactic radiosurgery,1
Interventional Radiology,Radiographic Techniques,1
Alcohol Use Disorder,Substance-Related Disorders,1
Growth & Development,Intelligence Testing,1
Intelligence Testing,Neonatology,1
Child Psychiatry,Extrapyramidal symptoms,1
Endocrine Pharmacology,Extrapyramidal symptoms,1
Extrapyramidal Symptoms,Extrapyramidal symptoms,1
Behavior Therapy,Behavior therapy,1
Behavior Therapy,Child Psychiatry,1
Behavior therapy,Child Psychiatry,1
Alcohol,Substance Use,1
Child Psychiatry,Conversion disorder,1
Conversion Disorder,Neurology,1
Conversion disorder,Neurology,1
Child Psychiatry,Substance-Induced Psychosis,1
Child Psychiatry,Substance-induced psychosis,1
Endocrine Pharmacology,Substance-Induced Psychosis,1
Endocrine Pharmacology,Substance-induced psychosis,1
Substance-Induced Psychosis,Substance-induced psychosis,1
Antipsychotic Drugs,Antipsychotics,1
Antipsychotic Drugs,Dopamine antagonists,1
Antipsychotic drugs,Antipsychotics,1
Antipsychotic drugs,Dopamine antagonists,1
Antipsychotics,Dopamine antagonists,1
Functional somatic disorder,Somatoform Disorders,1
Functional somatic disorder,Somatoform disorders,1
Somatoform Disorders,Somatoform disorders,1
Epidemiology,India,1
Epidemiology,Public health,1
India,Public health,1
Child Psychiatry,Culture-Bound Syndromes,1
Child Psychiatry,Culture-bound syndromes,1
Culture-Bound Syndromes,Culture-bound syndromes,1
Culture-Bound Syndromes,Epidemiology,1
Culture-bound syndromes,Epidemiology,1
Child Psychiatry,Gender identity disorders,1
Gender Identity Disorders,Gender identity disorders,1
Antidepressants,TCA,1
Abdomen,Child Psychiatry,1
Coagulation,Coagulation monitoring,1
Coagulation,Thromboelastography,1
Coagulation monitoring,Thromboelastography,1
Airway Management,Pediatric Surgery,1
Airway Management,Pediatric surgery,1
Electrolyte management,Fluid Therapy,1
Electrolyte management,Fluid therapy,1
Fluid Therapy,Fluid therapy,1
Neurological Examination,Trauma,1
Fractures,Patella,1
CEAP classification,Chronic Venous Disorders,1
CEAP classification,Chronic venous disease,1
CEAP classification,Chronic venous disorders,1
Chronic Venous Disorders,Chronic venous disease,1
Chronic Venous Disorders,Chronic venous disorders,1
Chronic venous disease,Chronic venous disorders,1
Sepsis,qSOFA,1
Dorsal column,Neuroanatomy,1
Dorsal column,Spinal cord tracts,1
Neuroanatomy,Spinal cord tracts,1
Anterior horn,Cervical cord,1
Anterior horn,Neuroanatomy,1
Cervical cord,Neuroanatomy,1
Fractures,Reproductive,1
Cerebellum,Gait disorders,1
Gait disorders,Neuroanatomy,1
Head And Neck,Head and Neck Anatomy,1
Cross-sectional imaging,Thoracic Aorta,1
Cross-sectional imaging,Thoracic aorta,1
Cross-sectional imaging,Thorax,1
Thoracic Aorta,Thoracic aorta,1
Thoracic Aorta,Thorax,1
Thoracic aorta,Thorax,1
CNS Physiology,Peripheral Nervous System,1
CNS Physiology,Peripheral nervous system,1
Neuroanatomy,Peripheral Nervous System,1
Neuroanatomy,Peripheral nervous system,1
Lower Limb,Spine,1
Lower Limb,Spinal Nerve,1
Environment & Occupational Health,Tonsillitis,1
Neuroanatomy,Tonsillitis,1
Brachial Plexus,Neuroanatomy,1
Liver cirrhosis,Portocaval Anastomoses,1
Liver cirrhosis,Portocaval anastomoses,1
Liver cirrhosis,Venous anatomy,1
Portocaval Anastomoses,Portocaval anastomoses,1
Portocaval Anastomoses,Venous anatomy,1
Portocaval anastomoses,Venous anatomy,1
Musculocutaneous nerve,Nerve injury,1
Musculocutaneous nerve,Upper Limb,1
Nerve injury,Upper Limb,1
Lower Limb,Nerve graft,1
Lower Limb,Sural nerve,1
Nerve graft,Sural nerve,1
Abdomen,Head & Neck,1
Embryology,Joints & Arthritis,1
Embryology,Vitamins & Nutrition,1
Joints & Arthritis,Vitamins & Nutrition,1
Hand,Muscle function,1
Muscle function,Upper Limb,1
Pancreas,Vascular,1
Inferior frontal gyrus,Neuroanatomy,1
Liver Anatomy,Space of Disse,1
Liver anatomy,Space of Disse,1
Peripheral nervous system,Upper Limb,1
Interventional Radiology,Liver Anatomy,1
Interventional Radiology,Liver anatomy,1
Dermatome,Spinal Cord Fibers,1
Neuroanatomy,Pain pathways,1
Joints & Arthritis,Upper Cervical Vertebrae,1
Joints & Arthritis,Upper cervical vertebrae,1
Upper Cervical Vertebrae,Upper cervical vertebrae,1
Ear,Throat & Larynx,1
Cardiology,Joints & Arthritis,1
Cranial nerves,Joints & Arthritis,1
Joints & Arthritis,Ligaments,1
Autoimmune Liver Disease,Immunopathology,1
Epidemiology,Hepatobiliary Disease,1
Epidemiology,Liver And Biliary Tract,1
Epidemiology,Liver and Biliary Tract,1
Hepatobiliary Disease,Liver And Biliary Tract,1
Hepatobiliary Disease,Liver and Biliary Tract,1
Liver And Biliary Tract,Liver and Biliary Tract,1
Apoptosis,Marfan syndrome,1
Cell Death,Marfan syndrome,1
Leukemia,Lymphoproliferative Disorders,1
Connective Tissue Disorders,Extracellular Matrix,1
Immunophenotyping,Interstitial lung disease,1
Caffeine,Endocrine Pharmacology,1
Caffeine,Sleep,1
Endocrine Pharmacology,Sleep,1
Acetylcholine,Sleep,1
Acetylcholine,Calcium,1
Acetylcholine,Synaptic Transmission,1
Calcium,Synaptic Transmission,1
Nerve Muscle,Pain Management,1
Nerve Muscle,Thermoreception,1
Pain Management,Thermoreception,1
Carbohydrate Metabolism,Diabetes mellitus,1
Diabetes mellitus,Endocrine,1
Kidney function tests,Renal,1
Action potential,Neurophysiology,1
Membrane potential,Neurophysiology,1
Membrane potential,Potassium,1
Neurophysiology,Potassium,1
Cardiac Muscle Physiology,Cardiac muscle physiology,1
Cardiac Muscle Physiology,Ventricular action potential,1
Cardiac muscle physiology,Ventricular action potential,1
CNS Physiology,Cardiac Action Potential,1
Head & Neck,Neonatology,1
Cell Signaling,Spinal Cord,1
Baroreceptor Reflex,Potassium Homeostasis,1
Bacterial Toxins,Microbiology,1
Biochemistry,Signal Transduction,1
CNS Physiology,Signal Transduction,1
Body fluid compartments,Electrolyte balance,1
Body fluid compartments,Fluid Compartments,1
Body fluid compartments,Fluid compartments,1
Electrolyte balance,Fluid Compartments,1
Electrolyte balance,Fluid compartments,1
Fluid Compartments,Fluid compartments,1
Female urinary symptoms,Incontinence,1
Female urinary symptoms,Urinary incontinence,1
Incontinence,Urinary incontinence,1
Pulmonology,V/Q Ratio,1
Pulmonology,V/Q ratio,1
Pulmonology,Ventilation-perfusion ratio,1
V/Q Ratio,V/Q ratio,1
V/Q Ratio,Ventilation-perfusion ratio,1
V/Q ratio,Ventilation-perfusion ratio,1
CNS Physiology,Gastric Emptying,1
CNS Physiology,Gastric emptying,1
Gastric Emptying,Gastric emptying,1
Gastric Emptying,Gastrointestinal,1
Gastric emptying,Gastrointestinal,1
CNS Physiology,Sleep Physiology,1
CNS Physiology,Sleep physiology,1
Demyelinating Diseases,Demyelinating diseases,1
Demyelinating Diseases,General Medicine,1
Demyelinating Diseases,Systemic Pathology,1
Demyelinating diseases,General Medicine,1
Demyelinating diseases,Systemic Pathology,1
Amygdala,Neuroanatomy,1
Cerebral Circulation,ion channels,1
Hematopathology,ion channels,1
Bainbridge reflex,Cardiology,1
Bainbridge reflex,cardiac output,1
Cardiology,cardiac output,1
Golgi tendon organ,Neurophysiology,1
Golgi tendon organ,proprioception,1
Neurophysiology,proprioception,1
Obstructive Lung Disease,Pulmonary Function Tests,1
Endocrine,Insulin Secretion,1
Endocrine,Insulin secretion,1
Autonomic,Pulmonology,1
ADH mechanism,Renal,1
Cardiac Cycle,Jugular venous pulse,1
Cardiac cycle,Jugular venous pulse,1
Nephron,Renal,1
Histology,Trauma,1
Collagen metabolism,Enzyme Deficiency,1
Collagen metabolism,Enzyme deficiency,1
Collagen metabolism,Scurvy,1
Enzyme Deficiency,Enzyme deficiency,1
Enzyme Deficiency,Scurvy,1
Enzyme deficiency,Scurvy,1
Enzymology,Protein Metabolism,1
Lipid Metabolism,Neoplasia,1
Carbohydrate Metabolism,Toxicology,1
Enzymology,Gastroenterology,1
Gastroenterology,Renal,1
Carbohydrate Metabolism,Environment & Occupational Health,1
Environment & Occupational Health,Genetics & Molecular Biology,1
Carbohydrate Metabolism,Joints & Arthritis,1
Enzymology,General Medicine,1
Endocrine Pharmacology,Nucleotide Metabolism,1
Endocrine Pharmacology,Nucleotide metabolism,1
Enzymology,Heme Synthesis,1
Enzymology,Lead poisoning,1
Heme Synthesis,Lead poisoning,1
Acid-Base Disorders,Biochemistry,1
Acid-Base Disorders,General Medicine,1
Biochemistry,Mitochondrial Shuttle,1
Acid-base balance,Electron Transport Chain,1
Acid-base balance,Electron transport chain,1
Lipid Metabolism,Pulmonology,1
Bacteriology,Nerve Muscle,1
Bacterial Toxins,Neurotoxins,1
Cornea & Refractive,Vitamin A Deficiency,1
Genetics & Molecular Biology,Protein Metabolism,1
Biochemistry,Clinical Biochemistry,1
Biochemistry,Clinical biochemistry,1
Metabolic disorders,Systemic Pathology,1
Genetic Metabolic Disorders,Peroxisomal Disorders,1
Amino Acid Metabolism,Nitric Oxide Synthesis,1
Nitric Oxide,Nitric Oxide Synthesis,1
Lipid Metabolism,Neonatology,1
Cardiology,Protein Metabolism,1
Protein Metabolism,Thorax,1
Cellular Biochemistry,Protein Chemistry,1
Cellular Biochemistry,Protein Folding,1
Protein Chemistry,Protein Folding,1
Gene Transfer,Virology,1
Biochemistry,Carcinoid Syndrome,1
Carcinoid Syndrome,General Medicine,1
Hematopathology,High Altitude Physiology,1
Hematopathology,V/Q Ratio,1
High Altitude Physiology,V/Q Ratio,1
Carbohydrate Metabolism,Insulin Secretion,1
Glucose Homeostasis,Insulin Secretion,1
Acid-Base Balance,High Altitude Physiology,1
Carcinogenesis,Genetics & Molecular Biology,1
Carcinogenesis,Gynecologic Oncology,1
Gynecologic Oncology,Immunohistochemistry,1
Cardiomyopathy,Histology,1
Gastroenterology,Lipid Metabolism,1
Inflammation & Healing,Lipid Metabolism,1
Genetics & Molecular Biology,Histology,1
Alzheimer's disease,Neuropathology,1
Histology,Rheumatic Heart Disease,1
Occupational Lung Disease,Occupational Medicine,1
Occupational Lung Disease,Pulmonary Pathology,1
Occupational Medicine,Pulmonary Pathology,1
Nephrology,Nose & PNS,1
Cardiothoracic,Rheumatology,1
Multiple Myeloma,Plasma cell neoplasms,1
Anemia,Megaloblastic Anemia,1
Cytokines,Systemic Pathology,1
Lysosomal storage disorders,Systemic Pathology,1
Biochemistry,Hodgkin Lymphoma,1
Hodgkin Lymphoma,Systemic Pathology,1
Genetics & Molecular Biology,Pulmonology,1
Cardiothoracic,Inflammation & Healing,1
Ballistic Injuries,Systemic Pathology,1
Ballistic injuries,Systemic Pathology,1
Child Sexual Abuse,Child sexual abuse,1
Child Sexual Abuse,Epidemiology,1
Child Sexual Abuse,Thanatology,1
Child sexual abuse,Epidemiology,1
Child sexual abuse,Thanatology,1
Head & Neck,Thanatology,1
Legal Procedures,Thanatology,1
Legal Procedures,Sexual assault,1
Thanatology,Virology,1
Dermatology,Heavy metal poisoning,1
Heme synthesis,Porphyrin Metabolism,1
Lead poisoning,Porphyrin Metabolism,1
Lead poisoning,Porphyrin metabolism,1
