topic,primary_subject,question_count,years_seen,year_list,recurrence,recent_count,years_since_last,due_for_return,importance_score,priority_band
Topical antifungal agents,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
Topical antifungals,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Topical therapy,Dermatology,1,1,2016,0.062,0,9,False,4.6,Low
Toxicity,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Tracts,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Transferases,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Transplant rejection,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Transverse Lie,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Trapezius,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Treatment Resistance,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Treatment resistance,Psychiatry,1,1,2015,0.062,0,10,False,4.6,Low
Tricuspid Valve,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Tricuspid atresia,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Trigeminal neuralgia,ENT,1,1,2014,0.062,0,11,False,4.6,Low
Trismus,ENT,1,1,2016,0.062,0,9,False,4.6,Low
Trisomy 21,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Trypanosomiasis,Microbiology,1,1,2014,0.062,0,11,False,4.6,Low
Tubal patency,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Tuberculous Arthritis,Orthopedics,1,1,2016,0.062,0,9,False,4.6,Low
Tuberculous Synovitis,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Tuberous sclerosis,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
Tubular Disorders,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Turner Syndrome,OBG,1,1,2016,0.062,0,9,False,4.6,Low
Typhoid Fever Treatment,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Typhoid Treatment,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Typhoid fever treatment,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Typhoid treatment,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Typhus,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Tyrosine kinase inhibitors,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
UTI,Microbiology,1,1,2015,0.062,0,10,False,4.6,Low
Ubiquitin Proteasome Pathway,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Umbilical Structures,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Umbilical structures,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Uncemented prosthesis,Orthopedics,1,1,2015,0.062,0,10,False,4.6,Low
Unfolded protein response,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Upper GI,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Upper GI Cancer,Surgery,1,1,2016,0.062,0,9,False,4.6,Low
Upper GI Imaging,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Upper Gi Imaging,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Upper Lobe,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Upper airway obstruction,ENT,1,1,2015,0.062,0,10,False,4.6,Low
Uremic Neuropathy,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Uremic neuropathy,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Urethritis,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Uricase,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Urinary Pathology,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Urinary pathology,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Urinary tract obstruction,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Urine output,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Urine specific gravity,Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Urobilinogen,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Urogenital Anatomy,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Urogenital Neoplasms,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
Urogenital anatomy,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Urogenital neoplasms,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
Urogenital radiology,Radiology,1,1,2016,0.062,0,9,False,4.6,Low
Urolithiasis Imaging,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Urolithiasis imaging,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Urothelial Carcinoma,Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Urothelial carcinoma,Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Usher Syndrome,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Uterine Abnormalities,OBG,1,1,2016,0.062,0,9,False,4.6,Low
Uterine Artery,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Uterine Height,OBG,1,1,2015,0.062,0,10,False,4.6,Low
Uterine Ligaments,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Uterine Prolapse Management,OBG,1,1,2016,0.062,0,9,False,4.6,Low
Uterine Receptivity,OBG,1,1,2015,0.062,0,10,False,4.6,Low
Uterine Relaxation,Anaesthesia,1,1,2015,0.062,0,10,False,4.6,Low
Uterine height,OBG,1,1,2015,0.062,0,10,False,4.6,Low
Uterine relaxation,Anaesthesia,1,1,2015,0.062,0,10,False,4.6,Low
Uteroplacental Circulation,OBG,1,1,2015,0.062,0,10,False,4.6,Low
Utilization Rate,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
VISC,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Vaccine Preventable Diseases,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Vaccine preventable diseases,Community Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Vaginal Bleeding,OBG,1,1,2016,0.062,0,9,False,4.6,Low
Vaginal Cysts,OBG,1,1,2016,0.062,0,9,False,4.6,Low
Vaginal Pathology,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Vaginal Surgery,OBG,1,1,2016,0.062,0,9,False,4.6,Low
Vaginal changes,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Vaginal length,Anatomy,1,1,2014,0.062,0,11,False,4.6,Low
Vaginal pathology,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Vagus Nerve,ENT,1,1,2014,0.062,0,11,False,4.6,Low
Valve timing,Physiology,1,1,2015,0.062,0,10,False,4.6,Low
Vancomycin,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Vasa previa,OBG,1,1,2014,0.062,0,11,False,4.6,Low
Venous Oxygen Saturation,Physiology,1,1,2015,0.062,0,10,False,4.6,Low
Venous Sinus Thrombosis,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Venous Ulcer,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
Venous oxygen saturation,Physiology,1,1,2015,0.062,0,10,False,4.6,Low
Venous sinus thrombosis,Radiology,1,1,2014,0.062,0,11,False,4.6,Low
Venous ulcer,Dermatology,1,1,2014,0.062,0,11,False,4.6,Low
Ventilation Circuits,Anaesthesia,1,1,2014,0.062,0,11,False,4.6,Low
Ventilation circuits,Anaesthesia,1,1,2014,0.062,0,11,False,4.6,Low
Ventricular Tachycardia,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Ventricular tachycardia,Medicine,1,1,2016,0.062,0,9,False,4.6,Low
Verapamil,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Vertical Gene Transfer,Microbiology,1,1,2016,0.062,0,9,False,4.6,Low
Vessel wall anatomy,Anatomy,1,1,2015,0.062,0,10,False,4.6,Low
Vestibular Apparatus,Physiology,1,1,2014,0.062,0,11,False,4.6,Low
Vestibular Testing,ENT,1,1,2014,0.062,0,11,False,4.6,Low
Vestibular apparatus,Physiology,1,1,2014,0.062,0,11,False,4.6,Low
Vestibular testing,ENT,1,1,2014,0.062,0,11,False,4.6,Low
Vi antigen,Microbiology,1,1,2015,0.062,0,10,False,4.6,Low
Vibrio Parahaemolyticus,Microbiology,1,1,2015,0.062,0,10,False,4.6,Low
Vibrio parahaemolyticus,Microbiology,1,1,2015,0.062,0,10,False,4.6,Low
Viral Histopathology,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
Vision Loss,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
Visual Analogue Scale,Anaesthesia,1,1,2014,0.062,0,11,False,4.6,Low
Visual Cycle,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Visual Field Testing,Ophthalmology,1,1,2016,0.062,0,9,False,4.6,Low
Visual cortex,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Visual cycle,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Visual field testing,Ophthalmology,1,1,2016,0.062,0,9,False,4.6,Low
Visual pathway anatomy,Ophthalmology,1,1,2016,0.062,0,9,False,4.6,Low
Vitamin B1,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Vitamin B12 Deficiency,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Vitamin B12 deficiency,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Vitamin B12 malabsorption,Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Vitamin transport,Ophthalmology,1,1,2016,0.062,0,9,False,4.6,Low
Vitrectomy,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Vitreous Diseases,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Vitreous diseases,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Vitreous humor,Ophthalmology,1,1,2014,0.062,0,11,False,4.6,Low
Volume Of Distribution,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Volume of Distribution,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Volvulus,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Von Willebrand Disease,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Von Willebrand disease,Pathology,1,1,2015,0.062,0,10,False,4.6,Low
Vulvar Cancer,OBG,1,1,2015,0.062,0,10,False,4.6,Low
WHO Definitions,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Warburg effect,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Warmth sensation,Physiology,1,1,2016,0.062,0,9,False,4.6,Low
Waste Classification,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Waste Reduction,Community Medicine,1,1,2014,0.062,0,11,False,4.6,Low
Water Microbiology,Microbiology,1,1,2016,0.062,0,9,False,4.6,Low
Water Supply And Sanitation,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Water supply,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Water supply and sanitation,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Water testing,Community Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Waterhouse-Friderichsen Syndrome,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Waterhouse-Friderichsen syndrome,Pathology,1,1,2014,0.062,0,11,False,4.6,Low
Weight gain,Pharmacology,1,1,2014,0.062,0,11,False,4.6,Low
Wertheim's,OBG,1,1,2015,0.062,0,10,False,4.6,Low
White fibers,Anatomy,1,1,2016,0.062,0,9,False,4.6,Low
Wilson'S Disease,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Wilson's disease,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Wound,Forensic Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Wound Classification,Surgery,1,1,2015,0.062,0,10,False,4.6,Low
Wound Dehiscence,Surgery,1,1,2014,0.062,0,11,False,4.6,Low
Wound classification,Surgery,1,1,2015,0.062,0,10,False,4.6,Low
Wrist Disorders,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
Wrist Osteochondritis,Orthopedics,1,1,2014,0.062,0,11,False,4.6,Low
X-linked metabolic disorder,Biochemistry,1,1,2015,0.062,0,10,False,4.6,Low
Xenobiotic metabolism,Biochemistry,1,1,2014,0.062,0,11,False,4.6,Low
Xenobiotics,Biochemistry,1,1,2016,0.062,0,9,False,4.6,Low
Yersinia pestis,Microbiology,1,1,2015,0.062,0,10,False,4.6,Low
Zenker Diverticulum,ENT,1,1,2015,0.062,0,10,False,4.6,Low
Zenker diverticulum,ENT,1,1,2015,0.062,0,10,False,4.6,Low
Zinc Supplementation,Pediatrics,1,1,2015,0.062,0,10,False,4.6,Low
Ziprasidone,Pharmacology,1,1,2016,0.062,0,9,False,4.6,Low
Zollinger-Ellison syndrome,Medicine,1,1,2015,0.062,0,10,False,4.6,Low
Zonules,Ophthalmology,1,1,2015,0.062,0,10,False,4.6,Low
hCG,OBG,1,1,2016,0.062,0,9,False,4.6,Low
p53,Pathology,1,1,2016,0.062,0,9,False,4.6,Low
ADH Analogs,Pharmacology,1,1,2012,0.062,0,13,False,4.5,Low
APGAR scoring,Pediatrics,1,1,2013,0.062,0,12,False,4.5,Low
ATP,Biochemistry,1,1,2013,0.062,0,12,False,4.5,Low
Abdominal Aorta,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Abdominal aorta,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Abrasion,Forensic Medicine,1,1,2012,0.062,0,13,False,4.5,Low
Acanthosis Nigricans,Dermatology,1,1,2013,0.062,0,12,False,4.5,Low
Acanthosis nigricans,Dermatology,1,1,2013,0.062,0,12,False,4.5,Low
Acoustic Neuroma,ENT,1,1,2013,0.062,0,12,False,4.5,Low
Acrodermatitis Enteropathica,Pediatrics,1,1,2013,0.062,0,12,False,4.5,Low
Acrodermatitis enteropathica,Pediatrics,1,1,2013,0.062,0,12,False,4.5,Low
Acute Cystitis,Medicine,1,1,2011,0.062,0,14,False,4.5,Low
Acute Lymphoblastic Leukemia,Medicine,1,1,2011,0.062,0,14,False,4.5,Low
Acute Phase Reactants,Biochemistry,1,1,2011,0.062,0,14,False,4.5,Low
Acute Phase Response,Pathology,1,1,2013,0.062,0,12,False,4.5,Low
Acute coronary syndromes,Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Acute lymphoblastic leukemia,Pediatrics,1,1,2012,0.062,0,13,False,4.5,Low
Acute polymorphic psychotic disorder,Psychiatry,1,1,2013,0.062,0,12,False,4.5,Low
Acute transient psychotic disorder,Psychiatry,1,1,2013,0.062,0,12,False,4.5,Low
Adaptive Immunity,Microbiology,1,1,2012,0.062,0,13,False,4.5,Low
Addiction,Psychiatry,1,1,2013,0.062,0,12,False,4.5,Low
Addiction pharmacology,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Adipose Tissue,Biochemistry,1,1,2012,0.062,0,13,False,4.5,Low
Aging physiology,Physiology,1,1,2013,0.062,0,12,False,4.5,Low
Agoraphobia,Psychiatry,1,1,2013,0.062,0,12,False,4.5,Low
Air bronchogram,Radiology,1,1,2013,0.062,0,12,False,4.5,Low
Airway surgery,ENT,1,1,2013,0.062,0,12,False,4.5,Low
Alcohol Dependence Treatment,Pharmacology,1,1,2011,0.062,0,14,False,4.5,Low
Alcohol Withdrawal Syndrome,Psychiatry,1,1,2011,0.062,0,14,False,4.5,Low
Alcohol and industrial poisons,Forensic Medicine,1,1,2012,0.062,0,13,False,4.5,Low
Alcohol metabolism,Biochemistry,1,1,2013,0.062,0,12,False,4.5,Low
Alcohol use disorder,Psychiatry,1,1,2012,0.062,0,13,False,4.5,Low
Alkylating agents,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Allergic airway disease,ENT,1,1,2013,0.062,0,12,False,4.5,Low
Alternative Medicine,Community Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Alternative medicine,Community Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Ambivalence,Psychiatry,1,1,2013,0.062,0,12,False,4.5,Low
Amenorrhoea,OBG,1,1,2011,0.062,0,14,False,4.5,Low
Amino Sugar Metabolism,Biochemistry,1,1,2012,0.062,0,13,False,4.5,Low
Amino acids,Biochemistry,1,1,2012,0.062,0,13,False,4.5,Low
Aminoglycosides,Pharmacology,1,1,2012,0.062,0,13,False,4.5,Low
Amoebic Liver Abscess,Medicine,1,1,2011,0.062,0,14,False,4.5,Low
Amphetamine Abuse,Psychiatry,1,1,2012,0.062,0,13,False,4.5,Low
Anaerobes,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Anaerobic bacteria,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Anaesthesia Complications,Anaesthesia,1,1,2011,0.062,0,14,False,4.5,Low
Anaesthesia In Systemic Diseases,Anaesthesia,1,1,2011,0.062,0,14,False,4.5,Low
Anaesthesia in Systemic Diseases,Anaesthesia,1,1,2011,0.062,0,14,False,4.5,Low
Anaesthetic toxicity,Anaesthesia,1,1,2012,0.062,0,13,False,4.5,Low
Anal canal,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Analgesia,Anaesthesia,1,1,2012,0.062,0,13,False,4.5,Low
Analgesic agents,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Analytical Biochemistry,Biochemistry,1,1,2013,0.062,0,12,False,4.5,Low
Anaplerotic Reactions,Biochemistry,1,1,2012,0.062,0,13,False,4.5,Low
Ankle and foot,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Anorectal surgery,Surgery,1,1,2012,0.062,0,13,False,4.5,Low
Anovulation,OBG,1,1,2013,0.062,0,12,False,4.5,Low
Anovulatory DUB,OBG,1,1,2013,0.062,0,12,False,4.5,Low
Anovulatory Dub,OBG,1,1,2013,0.062,0,12,False,4.5,Low
Antepartum Fetal Surveillance,OBG,1,1,2012,0.062,0,13,False,4.5,Low
Antepartum fetal surveillance,OBG,1,1,2012,0.062,0,13,False,4.5,Low
Anterior Segment,Ophthalmology,1,1,2013,0.062,0,12,False,4.5,Low
Anthelmintic Drugs,Pharmacology,1,1,2012,0.062,0,13,False,4.5,Low
Anthelmintic drugs,Pharmacology,1,1,2012,0.062,0,13,False,4.5,Low
Anthropology,Community Medicine,1,1,2012,0.062,0,13,False,4.5,Low
Antiandrogens,Pharmacology,1,1,2012,0.062,0,13,False,4.5,Low
Antibody structure,Microbiology,1,1,2012,0.062,0,13,False,4.5,Low
Antifungal Pharmacology,Pharmacology,1,1,2011,0.062,0,14,False,4.5,Low
Antigen Properties,Physiology,1,1,2011,0.062,0,14,False,4.5,Low
Antigen presentation,Pathology,1,1,2012,0.062,0,13,False,4.5,Low
Antigen properties,Physiology,1,1,2011,0.062,0,14,False,4.5,Low
Antigen-Antibody Reactions,Microbiology,1,1,2012,0.062,0,13,False,4.5,Low
Antigens,Physiology,1,1,2011,0.062,0,14,False,4.5,Low
Antitubercular therapy,Community Medicine,1,1,2012,0.062,0,13,False,4.5,Low
Aortic aneurysm,Pathology,1,1,2013,0.062,0,12,False,4.5,Low
Apgar Scoring,Pediatrics,1,1,2013,0.062,0,12,False,4.5,Low
Aphakia,Ophthalmology,1,1,2012,0.062,0,13,False,4.5,Low
Aqueous Humor,Ophthalmology,1,1,2013,0.062,0,12,False,4.5,Low
Arterial Disorders,Pathology,1,1,2013,0.062,0,12,False,4.5,Low
Arterial supply,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Arthritis Imaging,Radiology,1,1,2013,0.062,0,12,False,4.5,Low
Arthropathies,Orthopedics,1,1,2013,0.062,0,12,False,4.5,Low
Arthropod Transmission,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Aspergillus,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Asthma Classification,Medicine,1,1,2012,0.062,0,13,False,4.5,Low
Attention deficit hyperactivity disorder,Psychiatry,1,1,2013,0.062,0,12,False,4.5,Low
Atypical bacteria,Microbiology,1,1,2012,0.062,0,13,False,4.5,Low
Auditory pathway,ENT,1,1,2013,0.062,0,12,False,4.5,Low
Auditory tube,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Autism,Psychiatry,1,1,2013,0.062,0,12,False,4.5,Low
Autoimmune Thyroid Disease,Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Autoimmune thyroid disease,Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Autoregulation,Physiology,1,1,2013,0.062,0,12,False,4.5,Low
Axial skeleton,Anatomy,1,1,2013,0.062,0,12,False,4.5,Low
Axillary Lymph Nodes,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Azole antifungals,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Bacillus Anthracis,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Back,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Bacterial Classification,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Bacterial Culture Characteristics,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Bacterial Virulence Factors,Microbiology,1,1,2011,0.062,0,14,False,4.5,Low
Bacterial classification,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Bacterial culture characteristics,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Bacterial motility,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Bacterial physiology,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Bacteriophage typing,Microbiology,1,1,2013,0.062,0,12,False,4.5,Low
Barium studies,Radiology,1,1,2013,0.062,0,12,False,4.5,Low
Basal Ganglia,Physiology,1,1,2012,0.062,0,13,False,4.5,Low
Basal Ganglia Disorders,Medicine,1,1,2012,0.062,0,13,False,4.5,Low
Basal ganglia,Anatomy,1,1,2013,0.062,0,12,False,4.5,Low
Behavioral Sciences,Community Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Behavioural Therapy,Psychiatry,1,1,2013,0.062,0,12,False,4.5,Low
Behavioural therapy,Psychiatry,1,1,2013,0.062,0,12,False,4.5,Low
Behcet'S Syndrome,Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Behcet's Syndrome,Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Behçet'S Disease,Dermatology,1,1,2013,0.062,0,12,False,4.5,Low
Benign Vulvar Disorders,OBG,1,1,2012,0.062,0,13,False,4.5,Low
Benign vulvar disorders,OBG,1,1,2012,0.062,0,13,False,4.5,Low
Beta Agonists,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Beta agonists,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Bier's block,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Biological Classification,Microbiology,1,1,2012,0.062,0,13,False,4.5,Low
Biological Drugs,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Biological therapies,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Bladder Cancer,Surgery,1,1,2011,0.062,0,14,False,4.5,Low
Body Composition,Physiology,1,1,2013,0.062,0,12,False,4.5,Low
Body fluids,Physiology,1,1,2012,0.062,0,13,False,4.5,Low
Bone Classification,Anatomy,1,1,2011,0.062,0,14,False,4.5,Low
Bone Deformities,Orthopedics,1,1,2011,0.062,0,14,False,4.5,Low
Bone Formation,Anatomy,1,1,2013,0.062,0,12,False,4.5,Low
Bone formation,Orthopedics,1,1,2012,0.062,0,13,False,4.5,Low
Bone metastasis,Pathology,1,1,2013,0.062,0,12,False,4.5,Low
Bone neoplasms,Pathology,1,1,2013,0.062,0,12,False,4.5,Low
Bone physiology,Physiology,1,1,2013,0.062,0,12,False,4.5,Low
Brain Death,Forensic Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Brain Vasculature,Anatomy,1,1,2011,0.062,0,14,False,4.5,Low
Brain vasculature,Anatomy,1,1,2011,0.062,0,14,False,4.5,Low
Bronchial Foreign Body,ENT,1,1,2013,0.062,0,12,False,4.5,Low
Bronchial asthma,Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Bronchial foreign body,ENT,1,1,2013,0.062,0,12,False,4.5,Low
Bronchopulmonary Dysplasia,Pediatrics,1,1,2012,0.062,0,13,False,4.5,Low
Burn Assessment,Surgery,1,1,2011,0.062,0,14,False,4.5,Low
Burn depth,Surgery,1,1,2012,0.062,0,13,False,4.5,Low
Bursitis,Orthopedics,1,1,2013,0.062,0,12,False,4.5,Low
C-Reactive Protein,Biochemistry,1,1,2011,0.062,0,14,False,4.5,Low
C-reactive protein,Biochemistry,1,1,2011,0.062,0,14,False,4.5,Low
CNS Effects,Anaesthesia,1,1,2011,0.062,0,14,False,4.5,Low
CNS Prophylaxis,Pediatrics,1,1,2013,0.062,0,12,False,4.5,Low
CT Imaging,Radiology,1,1,2011,0.062,0,14,False,4.5,Low
CT Scan Limitations,Radiology,1,1,2011,0.062,0,14,False,4.5,Low
Cadaveric Donation,Surgery,1,1,2011,0.062,0,14,False,4.5,Low
Calcified metastasis,Radiology,1,1,2013,0.062,0,12,False,4.5,Low
Calciphylaxis,Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Campylobacter,Microbiology,1,1,2011,0.062,0,14,False,4.5,Low
Capnography,Anaesthesia,1,1,2013,0.062,0,12,False,4.5,Low
Caput Succedaneum,OBG,1,1,2013,0.062,0,12,False,4.5,Low
Caput succedaneum,OBG,1,1,2013,0.062,0,12,False,4.5,Low
Cardiac Hypertrophy,Physiology,1,1,2013,0.062,0,12,False,4.5,Low
Cardiac glycosides,Pharmacology,1,1,2011,0.062,0,14,False,4.5,Low
Cardiomegaly,Radiology,1,1,2013,0.062,0,12,False,4.5,Low
Cardiothoracic Surgery,Surgery,1,1,2012,0.062,0,13,False,4.5,Low
Carditis management,Medicine,1,1,2013,0.062,0,12,False,4.5,Low
Carotid Artery Stenosis,Radiology,1,1,2012,0.062,0,13,False,4.5,Low
Carotid Cavernous Sinus Fistula,Ophthalmology,1,1,2013,0.062,0,12,False,4.5,Low
Carotid canal,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Carotid stenosis,Radiology,1,1,2012,0.062,0,13,False,4.5,Low
Causal association,Community Medicine,1,1,2012,0.062,0,13,False,4.5,Low
Cavernous Sinus,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Cell Culture,Microbiology,1,1,2012,0.062,0,13,False,4.5,Low
Cell Lines,Microbiology,1,1,2012,0.062,0,13,False,4.5,Low
Cell culture,Microbiology,1,1,2012,0.062,0,13,False,4.5,Low
Cell cycle,Pathology,1,1,2012,0.062,0,13,False,4.5,Low
Cell cycle drugs,Pharmacology,1,1,2012,0.062,0,13,False,4.5,Low
Cell cycle inhibitors,Pharmacology,1,1,2013,0.062,0,12,False,4.5,Low
Cell division,Physiology,1,1,2013,0.062,0,12,False,4.5,Low
Cellular Respiration,Biochemistry,1,1,2012,0.062,0,13,False,4.5,Low
Central Venous Access,Anaesthesia,1,1,2012,0.062,0,13,False,4.5,Low
Central venous access,Anaesthesia,1,1,2012,0.062,0,13,False,4.5,Low
Cerebellar Agenesis,Pediatrics,1,1,2013,0.062,0,12,False,4.5,Low
Cerebellar Malformation,Anatomy,1,1,2013,0.062,0,12,False,4.5,Low
Cerebellar agenesis,Pediatrics,1,1,2013,0.062,0,12,False,4.5,Low
Cerebellar malformation,Anatomy,1,1,2013,0.062,0,12,False,4.5,Low
Cerebral Arterial Circle,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Cerebrum,Anatomy,1,1,2012,0.062,0,13,False,4.5,Low
Cervical Carcinoma,OBG,1,1,2013,0.062,0,12,False,4.5,Low
Cervical Lymphatics,ENT,1,1,2013,0.062,0,12,False,4.5,Low
Cervical Plexus,Anatomy,1,1,2013,0.062,0,12,False,4.5,Low
Cervical carcinoma,OBG,1,1,2013,0.062,0,12,False,4.5,Low
Cervical rib,Orthopedics,1,1,2013,0.062,0,12,False,4.5,Low
