recent_count,older_count,recent_share,older_share,delta_share,topic
6.0,24.0,0.0009937065253395165,0.0006828657599726853,0.00031084076536683116,Genetic disorders
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Legal Aspects
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Sodium Disorders
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Vitamin C
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Hyperkalemia
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,DNA Repair
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Systemic Sclerosis
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Entomology
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Pain Physiology
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Post-mortem changes
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,ARDS
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,DNA repair
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Vector-borne diseases
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Vaccinology
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Radiobiology
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Foreign Body Airway Obstruction
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Glucose Homeostasis
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Antidiarrheal drugs
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Hiv
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Pneumoperitoneum
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Clinical Examination
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Toxins
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Ocular Surface Diseases
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,History Taking
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,CNS stimulants
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Emergency Surgery
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Fluid Therapy
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Fluid Balance
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Population Dynamics
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Epithelium
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Lumbar Plexus
2.0,1.0,0.0003312355084465055,2.845273999886189e-05,0.0003027827684476436,Neck masses
3.0,7.0,0.0004968532626697582,0.00019916917999203323,0.000297684082677725,Dissociative Disorders
3.0,7.0,0.0004968532626697582,0.00019916917999203323,0.000297684082677725,Cytokines
3.0,7.0,0.0004968532626697582,0.00019916917999203323,0.000297684082677725,Diabetic Retinopathy
4.0,13.0,0.000662471016893011,0.0003698856199852046,0.00029258539690780636,Vestibular Disorders
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Sexual Offenses
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Pediatric emergencies
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Anesthesia
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Acid-base balance
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Sexual assault
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Granulomatous diseases
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Testicular torsion
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Lymphedema
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Autoimmune Blistering Diseases
2.0,2.0,0.0003312355084465055,5.690547999772378e-05,0.00027433002844878167,Gastroesophageal Reflux Disease
